California County,"Nearby City 
(to help approximate location only)",Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,,,,,,,,California County,Avg Pollution Burden,Avg Pollution Burden Score,Avg Pollution Burden Pctl,Median Pollution Burden,Median Pollution Burden Score,Median Pollution Burden Pctl,,"Nearby City 
(to help approximate location only)",Avg Pollution Burden,Avg Pollution Burden Score,Avg Pollution Burden Pctl,Median Pollution Burden,Median Pollution Burden Score,Median Pollution Burden Pctl
Alameda ,San Leandro,34.55,4.26,30.79,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Lorenzo,37.78,4.65,39.14,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Leandro,33.68,4.15,28.19,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Leandro,29.46,3.63,18.42,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Leandro,34.50,4.25,30.64,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,24.84,3.06,9.41,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Castro Valley,26.20,3.23,11.81,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,33.65,4.14,28.14,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,26.87,3.31,12.92,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,23.93,2.95,7.84,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,33.81,4.16,28.65,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,30.90,3.81,21.61,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,30.86,3.80,21.53,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,30.55,3.76,20.90,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Lorenzo,36.31,4.47,35.30,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Lorenzo,35.11,4.32,32.45,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Lorenzo,33.74,4.16,28.34,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Lorenzo,27.81,3.43,15.05,,,,,,,,,,,,,,,,,,,,,,
Alameda ,San Lorenzo,37.34,4.60,38.08,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,33.75,4.16,28.40,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,35.09,4.32,32.32,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,32.63,4.02,25.96,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,20.59,2.54,3.83,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,34.25,4.22,29.92,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,27.98,3.45,15.47,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,29.05,3.58,17.54,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,34.55,4.26,30.78,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,35.42,4.36,33.11,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,37.56,4.63,38.73,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,34.86,4.29,31.65,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,56.51,6.96,86.02,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,34.96,4.31,31.96,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,46.81,5.77,63.60,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,32.65,4.02,26.01,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,31.73,3.91,23.77,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,24.47,3.01,8.72,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,30.43,3.75,20.66,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,24.58,3.03,8.85,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,22.06,2.72,5.51,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,25.24,3.11,10.18,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,26.51,3.27,12.27,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,24.46,3.01,8.69,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,40.22,4.95,45.40,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,31.58,3.89,23.43,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,43.55,5.36,54.61,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,38.73,4.77,41.78,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,29.98,3.69,19.65,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Hayward,37.79,4.65,39.20,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,26.18,3.22,11.79,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,35.22,4.34,32.63,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,52.31,6.44,78.02,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,24.83,3.06,9.40,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,21.25,2.62,4.51,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,23.27,2.87,7.11,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,39.77,4.90,44.34,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,37.48,4.62,38.53,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,29.15,3.59,17.69,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,24.05,2.96,8.03,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,44.50,5.48,57.39,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,31.23,3.85,22.54,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,34.48,4.25,30.57,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,27.93,3.44,15.33,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,29.18,3.59,17.77,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,35.83,4.41,34.09,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,32.93,4.06,26.50,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,30.84,3.80,21.44,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,28.16,3.47,15.84,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,31.38,3.87,22.97,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Union City,19.68,2.42,2.99,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,54.50,6.71,82.80,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,27.41,3.38,14.03,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,28.58,3.52,16.49,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,25.89,3.19,11.23,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,36.58,4.51,36.02,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,30.64,3.77,21.06,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,34.28,4.22,30.02,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,37.24,4.59,37.78,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,30.55,3.76,20.93,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,28.92,3.56,17.26,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,30.99,3.82,21.90,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,27.38,3.37,13.98,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,21.92,2.70,5.25,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,31.48,3.88,23.24,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,27.97,3.44,15.44,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,23.80,2.93,7.70,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,26.54,3.27,12.31,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,44.43,5.47,57.19,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,31.92,3.93,24.13,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,31.36,3.86,22.92,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,31.27,3.85,22.64,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,41.22,5.08,48.25,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,32.22,3.97,24.95,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,30.55,3.76,20.92,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,45.69,5.63,60.41,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,43.43,5.35,54.19,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,44.40,5.47,57.14,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,35.17,4.33,32.55,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,37.48,4.62,38.54,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,38.70,4.77,41.74,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,29.36,3.62,18.22,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,29.98,3.69,19.64,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,36.70,4.52,36.44,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,32.62,4.02,25.92,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,46.39,5.71,62.40,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,39.36,4.85,43.42,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Fremont,42.22,5.20,50.96,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,36.11,4.45,34.88,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,30.34,3.74,20.47,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,26.71,3.29,12.59,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,38.00,4.68,39.76,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,30.94,3.81,21.73,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,45.41,5.59,59.76,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,54.45,6.71,82.65,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Newark,52.27,6.44,77.91,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,45.91,5.65,61.06,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,41.59,5.12,49.47,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,27.44,3.38,14.10,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,44.30,5.46,56.88,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,35.94,4.43,34.37,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,34.10,4.20,29.43,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Castro Valley,40.02,4.93,44.93,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,47.58,5.86,65.63,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,42.68,5.26,52.12,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,38.42,4.73,41.12,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,24.65,3.04,9.00,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,25.27,3.11,10.26,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,30.40,3.74,20.60,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,31.85,3.92,24.04,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,50.43,6.21,73.73,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,25.98,3.20,11.34,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,43.06,5.30,53.19,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,39.84,4.91,44.51,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,33.64,4.14,28.10,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,40.89,5.04,47.23,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,34.95,4.31,31.89,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Dublin,29.63,3.65,18.82,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,37.09,4.57,37.39,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Pleasanton,38.99,4.80,42.48,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,61.16,7.53,92.98,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,26.54,3.27,12.32,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,32.94,4.06,26.53,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,40.32,4.97,45.70,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,43.92,5.41,55.68,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,39.21,4.83,43.09,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,26.23,3.23,11.86,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,33.53,4.13,27.88,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,42.08,5.18,50.65,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,34.54,4.25,30.74,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,45.48,5.60,59.95,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,37.05,4.56,37.30,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,36.04,4.44,34.66,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,34.48,4.25,30.59,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,37.36,4.60,38.21,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,27.89,3.44,15.28,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,28.35,3.49,16.13,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Livermore,28.44,3.50,16.30,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Oakland,47.62,5.87,65.77,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Oakland,46.68,5.75,63.32,,,,,,,,,,,,,,,,,,,,,,
Alameda ,Oakland,49.86,6.14,72.25,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Oakley,38.32,4.72,40.90,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Oakley,44.81,5.52,58.15,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Oakley,46.48,5.72,62.68,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Oakley,41.57,5.12,49.40,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Oakley,35.31,4.35,32.83,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,28.63,3.53,16.63,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Oakley,32.93,4.06,26.51,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,40.14,4.94,45.25,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,48.21,5.94,67.50,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,34.75,4.28,31.31,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,33.40,4.11,27.54,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,43.34,5.34,53.93,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,32.84,4.05,26.33,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,40.95,5.04,47.39,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,39.99,4.93,44.87,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Discovery Bay,45.63,5.62,60.27,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Discovery Bay,29.28,3.61,17.97,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Discovery Bay,27.23,3.35,13.69,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,36.13,4.45,34.91,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,44.24,5.45,56.63,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,46.25,5.70,62.07,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,33.15,4.08,26.99,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,37.17,4.58,37.66,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,16.84,2.07,1.21,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,32.93,4.06,26.52,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,34.08,4.20,29.35,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,31.20,3.84,22.43,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,26.24,3.23,11.90,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,33.17,4.09,27.03,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,32.52,4.01,25.63,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,35.60,4.39,33.55,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,48.66,5.99,68.84,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,45.76,5.64,60.66,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,44.96,5.54,58.52,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,53.23,6.56,80.21,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,40.10,4.94,45.15,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,43.46,5.35,54.30,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,35.10,4.32,32.37,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,29.38,3.62,18.31,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,34.41,4.24,30.42,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,27.68,3.41,14.75,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,33.81,4.16,28.60,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,40.62,5.00,46.56,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,41.50,5.11,49.12,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,40.99,5.05,47.47,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pittsburg,32.26,3.97,25.04,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,53.06,6.54,79.81,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,38.33,4.72,40.92,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,37.17,4.58,37.62,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,36.18,4.46,35.03,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,30.60,3.77,21.01,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,50.11,6.17,72.94,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,24.61,3.03,8.89,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,51.76,6.37,76.70,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,27.53,3.39,14.35,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pleasant Hill,21.36,2.63,4.63,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,15.84,1.95,0.81,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Martinez,37.29,4.59,37.95,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pleasant Hill,29.29,3.61,17.98,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pleasant Hill,26.77,3.30,12.76,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,34.71,4.27,31.18,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pleasant Hill,34.99,4.31,32.02,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pleasant Hill,25.99,3.20,11.35,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Pleasant Hill,18.31,2.26,1.89,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,48.12,5.93,67.19,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,35.05,4.32,32.23,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,42.31,5.21,51.19,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,29.01,3.57,17.42,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,29.38,3.62,18.28,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,29.25,3.60,17.92,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,22.72,2.80,6.36,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,26.65,3.28,12.47,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,26.95,3.32,13.04,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,22.50,2.77,6.15,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,22.05,2.72,5.49,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,16.90,2.08,1.24,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,34.99,4.31,32.01,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,25.59,3.15,10.85,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,27.94,3.44,15.36,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,27.59,3.40,14.45,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,33.45,4.12,27.65,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,29.10,3.58,17.61,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,25.26,3.11,10.22,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,27.12,3.34,13.47,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,20.60,2.54,3.85,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,25.79,3.18,11.13,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Concord,27.09,3.34,13.42,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,24.62,3.03,8.92,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,36.57,4.50,35.94,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,30.19,3.72,20.15,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,20.91,2.58,4.14,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,20.02,2.47,3.16,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,35.30,4.35,32.81,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,44.21,5.45,56.53,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,37.37,4.60,38.23,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,35.16,4.33,32.52,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,35.42,4.36,33.14,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,28.32,3.49,16.10,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,27.17,3.35,13.59,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,19.22,2.37,2.61,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,22.47,2.77,6.11,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,21.10,2.60,4.37,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,15.59,1.92,0.71,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,32.81,4.04,26.25,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,28.37,3.49,16.18,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,23.62,2.91,7.47,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,14.26,1.76,0.42,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,17.59,2.17,1.51,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,27.86,3.43,15.22,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,22.46,2.77,6.09,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,21.98,2.71,5.38,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,San Ramon,33.27,4.10,27.24,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,24.85,3.06,9.46,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Alamo,19.67,2.42,2.97,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,18.77,2.31,2.24,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Alamo,21.92,2.70,5.26,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,25.87,3.19,11.19,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,20.07,2.47,3.25,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Danville,14.18,1.75,0.41,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Lafayette,19.93,2.45,3.12,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Lafayette,32.27,3.97,25.07,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Lafayette,29.23,3.60,17.90,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Lafayette,27.01,3.33,13.18,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,11.02,1.36,0.10,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,24.73,3.05,9.25,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Walnut Creek,20.78,2.56,4.03,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Lafayette,18.77,2.31,2.23,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Moraga,16.50,2.03,1.07,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Moraga,14.07,1.73,0.37,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Moraga,14.46,1.78,0.44,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Orinda,14.59,1.80,0.47,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Orinda,26.51,3.27,12.26,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Orinda,21.58,2.66,4.89,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Orinda,33.55,4.13,27.90,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Orinda,23.86,2.94,7.75,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Brentwood,34.51,4.25,30.67,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,19.64,2.42,2.91,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,18.22,2.24,1.80,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,15.34,1.89,0.65,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,Antioch,16.63,2.05,1.13,,,,,,,,,,,,,,,,,,,,,,
